feature,importance,fold_id,event_type,horizon,model_name
num__unemployment_rate,0.011984736,1,protest,7,model6_xgb_nolag
num__unemployment_rate_z,0.008386553,1,protest,7,model6_xgb_nolag
num__political_stability_est,0.03204709,1,protest,7,model6_xgb_nolag
num__voice_accountability_est,0.018490639,1,protest,7,model6_xgb_nolag
num__government_effectiveness_est,0.028441535,1,protest,7,model6_xgb_nolag
num__rule_of_law_est,0.0538288,1,protest,7,model6_xgb_nolag
num__fx_pct_30d_x_instability,0.0023070308,1,protest,7,model6_xgb_nolag
num__oil_brent_pct_30d_x_inflation,0.0024140927,1,protest,7,model6_xgb_nolag
num__food_cpi_inflation,0.0057795104,1,protest,7,model6_xgb_nolag
num__food_cpi_inflation_z,0.0035028579,1,protest,7,model6_xgb_nolag
num__energy_cpi_inflation,0.008427843,1,protest,7,model6_xgb_nolag
num__energy_cpi_inflation_z,0.0030728895,1,protest,7,model6_xgb_nolag
num__gini_coef,0.04502406,1,protest,7,model6_xgb_nolag
num__covid_period,0.0,1,protest,7,model6_xgb_nolag
num__fx_trend_consistent,0.0033128697,1,protest,7,model6_xgb_nolag
num__inflation_accel,0.0,1,protest,7,model6_xgb_nolag
num__copper_pct_30d_x_copper_prod,0.001168206,1,protest,7,model6_xgb_nolag
num__gold_pct_30d_x_gold_prod,0.03266596,1,protest,7,model6_xgb_nolag
num__platinum_pct_30d_x_plat_prod,0.00037157902,1,protest,7,model6_xgb_nolag
num__oil_brent_pct_30d_x_net_importer,0.0009983649,1,protest,7,model6_xgb_nolag
num__month_sin,0.0023037533,1,protest,7,model6_xgb_nolag
num__month_cos,0.002109487,1,protest,7,model6_xgb_nolag
num__fao_food_index_yoy,0.0010832828,1,protest,7,model6_xgb_nolag
num__fao_cereals_index_yoy,0.0015380853,1,protest,7,model6_xgb_nolag
num__fao_oils_index_yoy,0.0019252165,1,protest,7,model6_xgb_nolag
num__fao_food_index_yoy_above90,0.0,1,protest,7,model6_xgb_nolag
num__fao_cereals_index_yoy_above90,0.0,1,protest,7,model6_xgb_nolag
num__fao_cereals_index_yoy_lag1m,0.0024494915,1,protest,7,model6_xgb_nolag
num__fao_cereals_index_yoy_lag3m,0.0018886601,1,protest,7,model6_xgb_nolag
num__fao_cereals_index_yoy_lag6m,0.0041602575,1,protest,7,model6_xgb_nolag
num__fao_food_index_yoy_lag1m,0.0022065095,1,protest,7,model6_xgb_nolag
num__fao_food_index_yoy_lag3m,0.007926271,1,protest,7,model6_xgb_nolag
num__fao_food_index_yoy_lag6m,0.0002703496,1,protest,7,model6_xgb_nolag
num__fao_oils_index_yoy_lag1m,0.0036050333,1,protest,7,model6_xgb_nolag
num__fao_oils_index_yoy_lag3m,0.0007381542,1,protest,7,model6_xgb_nolag
num__fao_oils_index_yoy_lag6m,0.001501585,1,protest,7,model6_xgb_nolag
num__fao_cereals_yoy_x_instability,0.0068648756,1,protest,7,model6_xgb_nolag
num__fao_food_yoy_x_youth_unemp,0.0023336082,1,protest,7,model6_xgb_nolag
num__gta_harmful_events,0.0,1,protest,7,model6_xgb_nolag
num__gta_harmful_events_z,0.010355241,1,protest,7,model6_xgb_nolag
num__gta_liberalising_events,0.0,1,protest,7,model6_xgb_nolag
num__gta_liberalising_events_z,0.0032839284,1,protest,7,model6_xgb_nolag
num__gta_30d_count,0.004169305,1,protest,7,model6_xgb_nolag
num__gta_30d_count_z,0.0024597943,1,protest,7,model6_xgb_nolag
num__gta_90d_count,0.0065596313,1,protest,7,model6_xgb_nolag
num__gta_90d_count_z,0.00251859,1,protest,7,model6_xgb_nolag
fe__country_iso3_AUS,0.011611313,1,protest,7,model6_xgb_nolag
fe__country_iso3_BOL,0.03994512,1,protest,7,model6_xgb_nolag
fe__country_iso3_BRA,0.033467263,1,protest,7,model6_xgb_nolag
fe__country_iso3_CAN,0.01657578,1,protest,7,model6_xgb_nolag
fe__country_iso3_CHL,0.006842327,1,protest,7,model6_xgb_nolag
fe__country_iso3_CHN,0.0,1,protest,7,model6_xgb_nolag
fe__country_iso3_DEU,0.009363585,1,protest,7,model6_xgb_nolag
fe__country_iso3_ESP,0.0,1,protest,7,model6_xgb_nolag
fe__country_iso3_FRA,0.03486636,1,protest,7,model6_xgb_nolag
fe__country_iso3_GBR,0.016258353,1,protest,7,model6_xgb_nolag
fe__country_iso3_GRC,0.0,1,protest,7,model6_xgb_nolag
fe__country_iso3_HUN,0.0,1,protest,7,model6_xgb_nolag
fe__country_iso3_IDN,0.0,1,protest,7,model6_xgb_nolag
fe__country_iso3_IND,0.060914565,1,protest,7,model6_xgb_nolag
fe__country_iso3_IRL,0.0,1,protest,7,model6_xgb_nolag
fe__country_iso3_ITA,0.0,1,protest,7,model6_xgb_nolag
fe__country_iso3_JPN,0.0,1,protest,7,model6_xgb_nolag
fe__country_iso3_KEN,0.0,1,protest,7,model6_xgb_nolag
fe__country_iso3_KOR,0.019896856,1,protest,7,model6_xgb_nolag
fe__country_iso3_LAO,0.0,1,protest,7,model6_xgb_nolag
fe__country_iso3_MAR,0.0,1,protest,7,model6_xgb_nolag
fe__country_iso3_MEX,0.0,1,protest,7,model6_xgb_nolag
fe__country_iso3_MOZ,0.021528786,1,protest,7,model6_xgb_nolag
fe__country_iso3_MYS,0.034854814,1,protest,7,model6_xgb_nolag
fe__country_iso3_NAM,0.016303971,1,protest,7,model6_xgb_nolag
fe__country_iso3_NLD,0.0,1,protest,7,model6_xgb_nolag
fe__country_iso3_NOR,0.0,1,protest,7,model6_xgb_nolag
fe__country_iso3_PER,0.0,1,protest,7,model6_xgb_nolag
fe__country_iso3_PHL,0.05353861,1,protest,7,model6_xgb_nolag
fe__country_iso3_POL,0.0,1,protest,7,model6_xgb_nolag
fe__country_iso3_PRT,0.014896362,1,protest,7,model6_xgb_nolag
fe__country_iso3_SWE,0.0,1,protest,7,model6_xgb_nolag
fe__country_iso3_THA,0.0,1,protest,7,model6_xgb_nolag
fe__country_iso3_TUR,0.010425968,1,protest,7,model6_xgb_nolag
fe__country_iso3_USA,0.0,1,protest,7,model6_xgb_nolag
fe__country_iso3_VNM,0.0,1,protest,7,model6_xgb_nolag
fe__country_iso3_ZAF,0.015140849,1,protest,7,model6_xgb_nolag
fe__country_iso3_ZWE,0.0152624985,1,protest,7,model6_xgb_nolag
num__gdelt_protest_7d_lag,0.09028098,1,protest,7,model7_xgb_nobaseline
num__gdelt_protest_28d_lag,0.12071305,1,protest,7,model7_xgb_nobaseline
num__gdelt_strike_7d_lag,0.10018002,1,protest,7,model7_xgb_nobaseline
num__gdelt_strike_28d_lag,0.025341073,1,protest,7,model7_xgb_nobaseline
num__gdelt_protest_region_14d,0.004475456,1,protest,7,model7_xgb_nobaseline
num__gdelt_strike_region_14d,0.004397806,1,protest,7,model7_xgb_nobaseline
num__fx_pct_7d,0.0025976792,1,protest,7,model7_xgb_nobaseline
num__fx_pct_30d,0.002857262,1,protest,7,model7_xgb_nobaseline
num__fx_pct_90d,0.0023848328,1,protest,7,model7_xgb_nobaseline
num__fx_vol_7d,0.0032251878,1,protest,7,model7_xgb_nobaseline
num__fx_vol_30d,0.008785398,1,protest,7,model7_xgb_nobaseline
num__oil_brent_pct_14d,0.0027824296,1,protest,7,model7_xgb_nobaseline
num__oil_brent_pct_30d,0.0031775278,1,protest,7,model7_xgb_nobaseline
num__yield_us10y,0.003959894,1,protest,7,model7_xgb_nobaseline
num__fx_pct_30d_z,0.002976783,1,protest,7,model7_xgb_nobaseline
num__fx_vol_30d_z,0.0054098554,1,protest,7,model7_xgb_nobaseline
num__oil_brent_pct_30d_z,0.002236239,1,protest,7,model7_xgb_nobaseline
num__copper_pct_30d,0.0025866572,1,protest,7,model7_xgb_nobaseline
num__copper_pct_90d,0.003699196,1,protest,7,model7_xgb_nobaseline
num__copper_vol_30d,0.0038556117,1,protest,7,model7_xgb_nobaseline
num__gold_pct_30d,0.0032963841,1,protest,7,model7_xgb_nobaseline
num__gold_vol_30d,0.0037436292,1,protest,7,model7_xgb_nobaseline
num__platinum_pct_30d,0.0029902183,1,protest,7,model7_xgb_nobaseline
num__silver_pct_30d,0.003200939,1,protest,7,model7_xgb_nobaseline
num__natgas_pct_30d,0.0031276136,1,protest,7,model7_xgb_nobaseline
num__vix_level,0.0030692357,1,protest,7,model7_xgb_nobaseline
num__vix_pct_30d,0.003472362,1,protest,7,model7_xgb_nobaseline
num__vix_7d_ma,0.0027585945,1,protest,7,model7_xgb_nobaseline
num__dxy_level,0.0052952864,1,protest,7,model7_xgb_nobaseline
num__dxy_pct_30d,0.004240502,1,protest,7,model7_xgb_nobaseline
num__dxy_vol_30d,0.0041851536,1,protest,7,model7_xgb_nobaseline
num__oil_brent_pct_30d_lag30d,0.0038745217,1,protest,7,model7_xgb_nobaseline
num__oil_brent_pct_30d_lag60d,0.0035197784,1,protest,7,model7_xgb_nobaseline
num__oil_brent_pct_30d_lag90d,0.0032480492,1,protest,7,model7_xgb_nobaseline
num__vix_pct_30d_lag30d,0.0035560438,1,protest,7,model7_xgb_nobaseline
num__vix_pct_30d_lag60d,0.0042701587,1,protest,7,model7_xgb_nobaseline
num__fx_pct_30d_lag30d,0.0031072898,1,protest,7,model7_xgb_nobaseline
num__fx_pct_30d_lag60d,0.0035287812,1,protest,7,model7_xgb_nobaseline
num__gdp_growth,0.007855393,1,protest,7,model7_xgb_nobaseline
num__gdp_per_capita_growth,0.007191339,1,protest,7,model7_xgb_nobaseline
num__inflation_cpi_yoy,0.010866742,1,protest,7,model7_xgb_nobaseline
num__inflation_cpi_yoy_z,0.0027414686,1,protest,7,model7_xgb_nobaseline
num__unemployment_total,0.018608728,1,protest,7,model7_xgb_nobaseline
num__unemployment_youth,0.008310499,1,protest,7,model7_xgb_nobaseline
num__unemployment_sa,0.007884371,1,protest,7,model7_xgb_nobaseline
num__unemployment_rate,0.010022438,1,protest,7,model7_xgb_nobaseline
num__unemployment_rate_z,0.006889439,1,protest,7,model7_xgb_nobaseline
num__political_stability_est,0.015321413,1,protest,7,model7_xgb_nobaseline
num__voice_accountability_est,0.0073815873,1,protest,7,model7_xgb_nobaseline
num__government_effectiveness_est,0.015207002,1,protest,7,model7_xgb_nobaseline
num__rule_of_law_est,0.014560198,1,protest,7,model7_xgb_nobaseline
num__fx_pct_30d_x_instability,0.00330356,1,protest,7,model7_xgb_nobaseline
num__oil_brent_pct_30d_x_inflation,0.0041595674,1,protest,7,model7_xgb_nobaseline
num__food_cpi_inflation,0.008161628,1,protest,7,model7_xgb_nobaseline
num__food_cpi_inflation_z,0.0063733715,1,protest,7,model7_xgb_nobaseline
num__energy_cpi_inflation,0.007814495,1,protest,7,model7_xgb_nobaseline
num__energy_cpi_inflation_z,0.004475944,1,protest,7,model7_xgb_nobaseline
num__gini_coef,0.017158331,1,protest,7,model7_xgb_nobaseline
num__covid_period,0.0,1,protest,7,model7_xgb_nobaseline
num__fx_trend_consistent,0.0043928125,1,protest,7,model7_xgb_nobaseline
num__inflation_accel,0.0,1,protest,7,model7_xgb_nobaseline
num__copper_pct_30d_x_copper_prod,0.0053497963,1,protest,7,model7_xgb_nobaseline
num__gold_pct_30d_x_gold_prod,0.019607116,1,protest,7,model7_xgb_nobaseline
num__platinum_pct_30d_x_plat_prod,0.0013322174,1,protest,7,model7_xgb_nobaseline
num__oil_brent_pct_30d_x_net_importer,0.003992613,1,protest,7,model7_xgb_nobaseline
num__month_sin,0.0041442197,1,protest,7,model7_xgb_nobaseline
num__month_cos,0.0064063505,1,protest,7,model7_xgb_nobaseline
num__fao_food_index_yoy,0.002543486,1,protest,7,model7_xgb_nobaseline
num__fao_cereals_index_yoy,0.0037025171,1,protest,7,model7_xgb_nobaseline
num__fao_oils_index_yoy,0.0026580624,1,protest,7,model7_xgb_nobaseline
num__fao_food_index_yoy_above90,0.0,1,protest,7,model7_xgb_nobaseline
num__fao_cereals_index_yoy_above90,0.0,1,protest,7,model7_xgb_nobaseline
num__fao_cereals_index_yoy_lag1m,0.0062695164,1,protest,7,model7_xgb_nobaseline
num__fao_cereals_index_yoy_lag3m,0.0038526973,1,protest,7,model7_xgb_nobaseline
num__fao_cereals_index_yoy_lag6m,0.0035170093,1,protest,7,model7_xgb_nobaseline
num__fao_food_index_yoy_lag1m,0.0037051816,1,protest,7,model7_xgb_nobaseline
num__fao_food_index_yoy_lag3m,0.003990768,1,protest,7,model7_xgb_nobaseline
num__fao_food_index_yoy_lag6m,0.0006589115,1,protest,7,model7_xgb_nobaseline
num__fao_oils_index_yoy_lag1m,0.0032042097,1,protest,7,model7_xgb_nobaseline
num__fao_oils_index_yoy_lag3m,0.0032092023,1,protest,7,model7_xgb_nobaseline
num__fao_oils_index_yoy_lag6m,0.009324125,1,protest,7,model7_xgb_nobaseline
num__fao_cereals_yoy_x_instability,0.009043781,1,protest,7,model7_xgb_nobaseline
num__fao_food_yoy_x_youth_unemp,0.0042273114,1,protest,7,model7_xgb_nobaseline
num__gta_harmful_events,0.0,1,protest,7,model7_xgb_nobaseline
num__gta_harmful_events_z,0.0049748626,1,protest,7,model7_xgb_nobaseline
num__gta_liberalising_events,0.0,1,protest,7,model7_xgb_nobaseline
num__gta_liberalising_events_z,0.0035386607,1,protest,7,model7_xgb_nobaseline
num__gta_30d_count,0.004869415,1,protest,7,model7_xgb_nobaseline
num__gta_30d_count_z,0.0037069507,1,protest,7,model7_xgb_nobaseline
num__gta_90d_count,0.0068807937,1,protest,7,model7_xgb_nobaseline
num__gta_90d_count_z,0.0044884863,1,protest,7,model7_xgb_nobaseline
fe__country_iso3_AUS,0.0,1,protest,7,model7_xgb_nobaseline
fe__country_iso3_BOL,0.0,1,protest,7,model7_xgb_nobaseline
fe__country_iso3_BRA,0.005810218,1,protest,7,model7_xgb_nobaseline
fe__country_iso3_CAN,0.010975976,1,protest,7,model7_xgb_nobaseline
fe__country_iso3_CHL,0.008856141,1,protest,7,model7_xgb_nobaseline
fe__country_iso3_CHN,0.0,1,protest,7,model7_xgb_nobaseline
fe__country_iso3_DEU,0.021251732,1,protest,7,model7_xgb_nobaseline
fe__country_iso3_ESP,0.0053450717,1,protest,7,model7_xgb_nobaseline
fe__country_iso3_FRA,0.007227298,1,protest,7,model7_xgb_nobaseline
fe__country_iso3_GBR,0.0,1,protest,7,model7_xgb_nobaseline
fe__country_iso3_GRC,0.010651625,1,protest,7,model7_xgb_nobaseline
fe__country_iso3_HUN,0.00713578,1,protest,7,model7_xgb_nobaseline
fe__country_iso3_IDN,0.0,1,protest,7,model7_xgb_nobaseline
fe__country_iso3_IND,0.0,1,protest,7,model7_xgb_nobaseline
fe__country_iso3_IRL,0.009828114,1,protest,7,model7_xgb_nobaseline
fe__country_iso3_ITA,0.0023143482,1,protest,7,model7_xgb_nobaseline
fe__country_iso3_JPN,0.0,1,protest,7,model7_xgb_nobaseline
fe__country_iso3_KEN,0.0,1,protest,7,model7_xgb_nobaseline
fe__country_iso3_KOR,0.004984057,1,protest,7,model7_xgb_nobaseline
fe__country_iso3_LAO,0.0,1,protest,7,model7_xgb_nobaseline
fe__country_iso3_MAR,0.0,1,protest,7,model7_xgb_nobaseline
fe__country_iso3_MEX,0.02673935,1,protest,7,model7_xgb_nobaseline
fe__country_iso3_MOZ,0.0072018947,1,protest,7,model7_xgb_nobaseline
fe__country_iso3_MYS,0.015624747,1,protest,7,model7_xgb_nobaseline
fe__country_iso3_NAM,0.009265903,1,protest,7,model7_xgb_nobaseline
fe__country_iso3_NLD,0.0061456296,1,protest,7,model7_xgb_nobaseline
fe__country_iso3_NOR,0.0,1,protest,7,model7_xgb_nobaseline
fe__country_iso3_PER,0.005253684,1,protest,7,model7_xgb_nobaseline
fe__country_iso3_PHL,0.012369965,1,protest,7,model7_xgb_nobaseline
fe__country_iso3_POL,0.0041356334,1,protest,7,model7_xgb_nobaseline
fe__country_iso3_PRT,0.01091081,1,protest,7,model7_xgb_nobaseline
fe__country_iso3_SWE,0.0,1,protest,7,model7_xgb_nobaseline
fe__country_iso3_THA,0.0110957995,1,protest,7,model7_xgb_nobaseline
fe__country_iso3_TUR,0.0,1,protest,7,model7_xgb_nobaseline
fe__country_iso3_USA,0.0,1,protest,7,model7_xgb_nobaseline
fe__country_iso3_VNM,0.008925474,1,protest,7,model7_xgb_nobaseline
